name,hostStar,period,separation,radius,mass,massProvenance,detectionMethod,discoveryYear,facility,temperature,density,eccentricity,insolation,starSpectralType,starTemperature,starRadius,starMass,distance,ra,dec,planetType
K2-111 c,K2-111,15.6805,0.11569,,11.08,Msini,radial-velocity,2020,Multiple Observatories,,,0.071,,,5775.0,1.25,0.84,200.394,59.8903081,21.2985263,neptune-like
K2-113 b,K2-113,5.817685,0.0642,12.14,,,transit-kepler,2017,K2,1098.0,,,,,5660.0,1.24,1.04,635.722,19.4493823,6.8688469,hot-jupiter
K2-114 b,K2-114,11.390931,0.0944,10.59248676,638.83509807,Mass,transit-kepler,2017,K2,701.4,2.96,0.079,,,4899.0,0.832,0.863,475.758,127.882912,11.922255,cold-jupiter
K2-115 b,K2-115,20.2729914,0.1415,11.80305668,321.00669107,Mass,transit-kepler,2017,K2,696.0,1.07,0.063,,,5870.0,0.855,0.918,413.591,126.5535002,12.281851,cold-jupiter
K2-116 b,K2-116,4.655411,0.048,0.69,,,transit-kepler,2017,K2,,,0.06,78.6,,4348.35,0.6694,0.694512,49.3855,336.1523363,-11.5793181,rocky
K2-117 b,K2-117,1.2916,0.0189,2.03,,,transit-kepler,2017,K2,868.0,,,,,3778.0,0.51,0.54,101.632,133.8557342,10.4692176,sub-neptune
K2-117 c,K2-117,5.444017,0.0492,2.06,,,transit-kepler,2017,K2,537.0,,,,,3778.0,0.51,0.54,101.632,133.8557342,10.4692176,sub-neptune
K2-118 b,K2-118,50.92092,0.245,2.54,,,transit-kepler,2017,K2,,,0.2,4.3,,4726.29,0.734626,0.756446,321.722,132.1268608,15.6558964,neptune-like
K2-119 b,K2-119,7.727283,0.0698,2.53,,,transit-kepler,2017,K2,666.0,,,,,4740.0,0.71,0.76,365.581,132.0098683,16.9017663,neptune-like
K2-12 b,K2-12,8.28246,0.0792,2.44,5.2,Mass,transit-kepler,2015,K2,1026.0,1.6,0.5,185.0,,5672.0,1.117,0.965,326.381,173.1919022,2.2446794,sub-neptune
K2-121 b,K2-121,5.185738,0.052307787072364595,7.16,51.0,Mass,transit-kepler,2017,K2,716.0,0.7,,62.5,,4526.0,0.675,0.71,169.398,126.9366624,17.5793267,sub-neptune
K2-122 b,K2-122,2.2193023,0.0373,1.16,,,transit-kepler,2017,K2,769.0,,,,,4009.0,0.59,0.63,72.0444,126.4762179,20.3593384,rocky
K2-123 b,K2-123,30.951524,0.1649,2.76,,,transit-kepler,2017,K2,338.0,,,,,4035.0,0.59,0.62,161.555,134.4441404,21.4532748,neptune-like
K2-124 b,K2-124,6.413651,0.049,2.9,,,transit-kepler,2017,K2,442.0,,,,,3570.0,0.388,0.39,140.385,133.6410515,23.1329509,neptune-like
K2-125 b,K2-125,21.750264,0.121,2.18,,,transit-kepler,2017,K2,,,0.08,2.0,,3654.47,0.402049,0.494727,124.156,204.1418754,-14.9478195,neptune-like
K2-126 b,K2-126,7.385655,0.0656,1.97,,,transit-kepler,2017,K2,601.0,,,,,4339.0,0.65,0.69,102.953,203.5467021,-13.5769705,super-earth
K2-127 b,K2-127,3.588163,0.0411,8.37,,,transit-kepler,2017,K2,809.0,,,,,4575.0,0.66,0.72,709.999,207.0782895,-11.5889878,hot-jupiter
K2-128 b,K2-128,5.675819,0.056,1.42,,,transit-kepler,2017,K2,,,0.23,68.8,,4469.51,0.777569,0.711248,114.637,204.4376666,-8.5970858,super-earth
K2-129 b,K2-129,8.239493,0.057,1.04,,,transit-kepler,2017,K2,,,0.13,4.5,,3459.09,0.36001,0.360031,27.7957,289.1485491,-25.6463233,rocky
K2-13 b,K2-13,39.91488,0.2114,1.89,,,transit-kepler,2015,K2,511.0,,,,,5698.0,0.78,0.8,342.394,170.1554763,2.5027534,super-earth
K2-130 b,K2-130,2.49412,0.032,1.25,,,transit-kepler,2017,K2,,,0.17,136.4,,4356.47,0.744261,0.69563,118.011,290.2705419,-19.6908744,super-earth
K2-131 b,K2-131,0.3693038,0.00936,1.69,7.9,Mass,transit-kepler,2017,K2,2223.0,8.8,0.0,4070.0,,5120.0,0.7595,0.803,152.509,182.751404,-9.7652392,super-earth
K2-132 b,K2-132,9.1751,0.08800114164647983,14.5717,155.7367,Mass,transit-kepler,2017,K2,,,,,,4840.0,3.85,1.08,609.818,182.1662666,-8.7472172,hot-jupiter
K2-133 b,K2-133,3.07133,0.03194,1.34,,,transit-kepler,2017,K2,,,,,M1.5 V,3655.0,0.455,0.461,75.1703,70.1493775,25.0098135,super-earth
K2-133 c,K2-133,4.86784,0.04341,1.603,,,transit-kepler,2017,K2,,,,,M1.5 V,3655.0,0.455,0.461,75.1703,70.1493775,25.0098135,super-earth
K2-133 d,K2-133,11.02454,0.07487,2.003,,,transit-kepler,2017,K2,,,,,M1.5 V,3655.0,0.455,0.461,75.1703,70.1493775,25.0098135,sub-neptune
K2-133 e,K2-133,26.5841,0.1346,1.73,,,transit-kepler,2019,K2,296.0,,,1.8,M1.5 V,3655.0,0.455,0.461,75.1703,70.1493775,25.0098135,super-earth
K2-136 b,K2-136,7.9752,0.0707,1.014,4.3,Mass,transit-kepler,2017,K2,610.0,24.0,0.14,33.5,,4500.0,0.677,0.742,59.2474,67.4128615,22.8825674,super-earth
K2-136 c,K2-136,17.30713,0.1185,3.0,18.1,Mass,transit-kepler,2017,K2,470.0,3.69,0.047,11.91,,4500.0,0.677,0.742,59.2474,67.4128615,22.8825674,neptune-like
K2-136 d,K2-136,25.575,0.1538,1.565,3.0,Mass,transit-kepler,2017,K2,420.0,4.3,0.071,7.07,,4500.0,0.677,0.742,59.2474,67.4128615,22.8825674,super-earth
K2-137 b,K2-137,0.179719,0.006232598907287241,0.64,,,transit-kepler,2017,K2,,,,,,3697.0,0.29,,98.8765,186.870426,-6.1952168,rocky
K2-138 b,K2-138,2.35309,0.03385,1.51,3.1,Mass,transit-kepler,2017,K2,,4.9,0.048,,,5356.3,0.863,0.935,202.585,348.9490311,-10.8497391,super-earth
K2-138 c,K2-138,3.56004,0.04461,2.299,6.31,Mass,transit-kepler,2017,K2,,2.8,0.045,,,5356.3,0.863,0.935,202.585,348.9490311,-10.8497391,sub-neptune
K2-138 d,K2-138,5.40479,0.05893,2.39,7.92,Mass,transit-kepler,2017,K2,,3.1,0.043,,,5356.3,0.863,0.935,202.585,348.9490311,-10.8497391,sub-neptune
K2-138 e,K2-138,8.26146,0.0782,3.39,12.97,Mass,transit-kepler,2017,K2,,1.8,0.077,,,5356.3,0.863,0.935,202.585,348.9490311,-10.8497391,neptune-like
K2-138 f,K2-138,12.75758,0.10447,2.904,1.63,Mass,transit-kepler,2017,K2,,0.4,0.062,,,5356.3,0.863,0.935,202.585,348.9490311,-10.8497391,sub-neptune
K2-138 g,K2-138,41.96797,0.23109,3.013,4.32,Mass,transit-kepler,2021,K2,,0.9,0.059,,,5356.3,0.863,0.935,202.585,348.9490311,-10.8497391,sub-neptune
K2-139 b,K2-139,28.380619,0.1796,9.11,,,transit-kepler,2017,K2,524.0,,,,,5370.0,0.88,0.96,153.856,289.066707,-17.9107147,cold-jupiter
K2-14 b,K2-14,8.36802,0.0627,4.81,,,transit-kepler,2015,K2,488.0,,,,,3789.0,0.45,0.47,364.048,178.0568745,2.5941222,sub-neptune
K2-140 b,K2-140,6.569188,0.068,13.56286665,295.58041851,Mass,transit-kepler,2017,K2,962.0,0.66,0.0,204.0,G6 V,5585.0,1.06,0.96,347.917,188.1373172,-9.6076115,hot-jupiter
K2-141 b,K2-141,0.2803244,0.00747,1.51,4.97,Mass,transit-kepler,2018,K2,2103.0,7.93,0.0,3260.0,,4570.0,0.681,0.708,61.8736,350.9170464,-1.1891827,super-earth
K2-141 c,K2-141,7.7485,0.0683,7.0,8.0,Mass,transit-kepler,2018,K2,695.0,0.081,0.092,39.1,,4570.0,0.681,0.708,61.8736,350.9170464,-1.1891827,super-earth
K2-146 b,K2-146,2.6446,0.025889431298485022,2.05,5.77,Mass,transit-kepler,2018,K2,,3.69,0.129,,,3385.0,0.33,0.331,79.3002,130.0266951,19.0923416,sub-neptune
K2-146 c,K2-146,4.00498,0.03414151190608983,2.19,7.49,Mass,transit-kepler,2019,K2,,3.92,0.075,,,3385.0,0.33,0.331,79.3002,130.0266951,19.0923416,sub-neptune
K2-147 b,K2-147,0.961939,0.01575,1.47286006,,,transit-kepler,2018,K2,1077.0,,0.38,,,3690.0,0.578,0.563,90.5494,293.8330329,-28.498475,super-earth
K2-148 b,K2-148,4.38395,0.0454,1.33,,,transit-kepler,2018,K2,,,,48.8,,4079.0,0.632,0.65,124.458,14.5176494,-0.193258,super-earth
K2-148 c,K2-148,6.9226,0.0616,1.73,,,transit-kepler,2018,K2,,,,26.5,,4079.0,0.632,0.65,124.458,14.5176494,-0.193258,super-earth
